route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCESN-87447680-87444539,OCEdefault,INCONNU, -,,2,,,
OCESN-87471003-87391003,OCEdefault,INCONNU, -,,2,,,
OCESN-87471003-87391102,OCEdefault,INCONNU, -,,2,,,
OCESN-87471003-87547000,OCEdefault,INCONNU, -,,2,,,
OCESN-87481002-87581009,OCEdefault,INCONNU, -,,2,,,
OCESN-87485003-87575001,OCEdefault,INCONNU, -,,2,,,
OCESN-87485300-87491001,OCEdefault,INCONNU, -,,2,,,
OCESN-87526574-87733592,OCEdefault,INCONNU, -,,3,,,
OCESN-87547000-87471003,OCEdefault,INCONNU, -,,2,,,
OCESN-87547000-87581009,OCEdefault,INCONNU, -,,2,,,
OCESN-87547000-87594002,OCEdefault,INCONNU, -,,2,,,
OCESN-87547000-87611483,OCEdefault,INCONNU, -,,2,,,
OCESN-87547000-87671008,OCEdefault,INCONNU, -,,2,,,
OCESN-87547000-87785006,OCEdefault,INCONNU, -,,2,,,
OCESN-87581009-87391003,OCEdefault,INCONNU, -,,2,,,
OCESN-87581009-87481002,OCEdefault,INCONNU, -,,2,,,
OCESN-87581009-87547000,OCEdefault,INCONNU, -,,2,,,
OCESN-87581009-87671008,OCEdefault,INCONNU, -,,2,,,
OCESN-87582668-87391003,OCEdefault,INCONNU, -,,2,,,
OCESN-87586008-87586453,OCEdefault,INCONNU, -,,3,,,
OCESN-87586453-87586008,OCEdefault,INCONNU, -,,3,,,
OCESN-87594002-87547000,OCEdefault,INCONNU, -,,2,,,
OCESN-87594002-87594499,OCEdefault,INCONNU, -,,2,,,
OCESN-87595751-87595009,OCEdefault,INCONNU, -,,3,,,
OCESN-87611004-87615039,OCEdefault,INCONNU, -,,3,,,
OCESN-87611004-87615286,OCEdefault,INCONNU, -,,3,,,
OCESN-87611004-87751008,OCEdefault,INCONNU, -,,2,,,
OCESN-87611004-87781104,OCEdefault,INCONNU, -,,3,,,
OCESN-87611152-87611236,OCEdefault,INCONNU, -,,3,,,
OCESN-87611483-87547000,OCEdefault,INCONNU, -,,2,,,
OCESN-87615039-87781104,OCEdefault,INCONNU, -,,3,,,
OCESN-87645705-87594093,OCEdefault,INCONNU, -,,3,,,
OCESN-87671008-87547000,OCEdefault,INCONNU, -,,2,,,
OCESN-87671008-87672006,OCEdefault,INCONNU, -,,3,,,
OCESN-87672006-87671008,OCEdefault,INCONNU, -,,3,,,
OCESN-87673004-87673723,OCEdefault,INCONNU, -,,3,,,
OCESN-87673202-87391003,OCEdefault,INCONNU, -,,2,,,
OCESN-87677005-87391003,OCEdefault,INCONNU, -,,2,,,
OCESN-87683268-87139501,OCEdefault,INCONNU, -,,3,,,
OCESN-87683268-87683573,OCEdefault,INCONNU, -,,3,,,
OCESN-87683573-87683268,OCEdefault,INCONNU, -,,3,,,
OCESN-87683573-87683789,OCEdefault,INCONNU, -,,3,,,
OCESN-87683573-87696807,OCEdefault,INCONNU, -,,3,,,
OCESN-87683789-87683573,OCEdefault,INCONNU, -,,3,,,
OCESN-87686006-71718010,OCEdefault,INCONNU, -,,2,,,
OCESN-87686006-87741793,OCEdefault,INCONNU, -,,2,,,
OCESN-87686048-83002048,OCEdefault,INCONNU, -,,3,,,
OCESN-87686667-87581009,OCEdefault,INCONNU, -,,2,,,
OCESN-87686667-87734004,OCEdefault,INCONNU, -,,2,,,
OCESN-87686667-87785006,OCEdefault,INCONNU, -,,2,,,
OCESN-87696807-87683573,OCEdefault,INCONNU, -,,3,,,
OCESN-87711713-87118257,OCEdefault,INCONNU, -,,3,,,
OCESN-87711713-87118299,OCEdefault,INCONNU, -,,3,,,
OCESN-87713040-87142125,OCEdefault,INCONNU, -,,2,,,
OCESN-87713412-87718833,OCEdefault,INCONNU, -,,3,,,
OCESN-87715102-87743633,OCEdefault,INCONNU, -,,3,,,
OCESN-87715326-87743633,OCEdefault,INCONNU, -,,3,,,
OCESN-87718833-87713412,OCEdefault,INCONNU, -,,3,,,
OCESN-87718833-87743633,OCEdefault,INCONNU, -,,3,,,
OCESN-87722025-87141002,OCEdefault,INCONNU, -,,2,,,
OCESN-87722025-87142125,OCEdefault,INCONNU, -,,2,,,
OCESN-87727909-87338137,OCEdefault,INCONNU, -,,3,,,
OCESN-87733592-87526574,OCEdefault,INCONNU, -,,3,,,
OCESN-87733592-87751271,OCEdefault,INCONNU, -,,3,,,
OCESN-87734004-87686667,OCEdefault,INCONNU, -,,2,,,
OCESN-87741793-87686006,OCEdefault,INCONNU, -,,2,,,
OCESN-87743633-87713412,OCEdefault,INCONNU, -,,3,,,
OCESN-87751008-87611004,OCEdefault,INCONNU, -,,2,,,
OCESN-87751271-87733592,OCEdefault,INCONNU, -,,3,,,
OCESN-87756403-83045013,OCEdefault,INCONNU, -,,3,,,
OCESN-87763003-87749747,OCEdefault,INCONNU, -,,3,,,
OCESN-87763003-87763607,OCEdefault,INCONNU, -,,3,,,
OCESN-87763508-87733592,OCEdefault,INCONNU, -,,3,,,
OCESN-87763607-87763003,OCEdefault,INCONNU, -,,3,,,
OCESN-87775007-87581009,OCEdefault,INCONNU, -,,2,,,
OCESN-87781104-87611004,OCEdefault,INCONNU, -,,3,,,
OCESN-87785006-87547000,OCEdefault,INCONNU, -,,2,,,
OCESN-87785006-87686667,OCEdefault,INCONNU, -,,2,,,
OCESN-88720090-87295006,OCEdefault,INCONNU, -,,2,,,
