route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
FR:Line::00F2577A-6A87-42E0-95F3-07351E4BC2F6:,1187,P53,Bening - Sarreguemines,,3,,006600,FFFFFF
FR:Line::00F7208C-CEBC-4521-A792-6EC3ABB65811:,1187,C30,Saint-Étienne - Roanne,,2,,0749FF,FFFFFF
FR:Line::0128E1D5-9183-4D58-B1CF-F5AA5A64A037:,1187,C6,Marseille - Toulon - Hyeres,,2,,0749FF,FFFFFF
FR:Line::0202671B-7107-429E-A37B-473C55E0254C:,1187,C8,Montpellier Saint-Roch - Avignon Centre,,2,,0749FF,FFFFFF
FR:Line::022B77D9-D121-4DCB-B808-FB2F7931866B:,1187,C20,Nantes Cholet Angers Saumur,,2,,0749FF,FFFFFF
FR:Line::02534A5F-903C-454E-A24F-E6E2E23B3CBF:,1187,P13,Ambérieu - Mâcon,,2,,006600,FFFFFF
FR:Line::0312E125-B6BC-404C-A7D1-C1600D4CACAF:,1187,K1,Toulouse Matabiau - Brive La Gaillarde,,2,,BF005F,FFFFFF
FR:Line::03398D75-5B60-4588-BC05-9985E599BA20:,1187,R16,Ussel - Bort Les Orgues,,3,,006600,FFFFFF
FR:Line::0359c353-2f81-4c49-a269-bc287ff237e0:,1187,L22,22. Limoges - Uzerche - Brive,,2,,3E844C,FFFFFF
FR:Line::03A83359-7D9D-4301-9C87-92FED4666451:,1187,K3+,Paris - Deauville,,2,,6E1E78,FFFFFF
FR:Line::03E1BDEA-B40B-48F0-A7B5-330EBD3C552F:,1187,K72,Reims - Dijon,,2,,BF005F,FFFFFF
FR:Line::03E81290-4977-4B5A-A051-E1633790D6F3:,1187,001G,Lille - Alpes TGV,,2,,,
FR:Line::04343a9d-34d6-4020-b500-2501e4609400:,1187,C33,Sarrebourg - Strasbourg - Sélestat,,2,,0749FF,FFFFFF
FR:Line::0437790b-b672-4080-bc26-d4e5f241db34:,1187,E06,RE Annonay / Grenoble Gare,,3,,006600,FFFFFF
FR:Line::0452A577-8D48-4B21-936A-8A975381A1DA:,1187,P14,Valence - Avignon - Marseille,,2,,006600,FFFFFF
FR:Line::05262D94-C964-4568-8E04-C711D058B31D:,1187,C13,Annecy - St-Gervais Les Bains Le Fayet,,2,,0749FF,FFFFFF
FR:Line::053D505F-D103-4042-AA06-EBC60229BE50:,1187,S1,Auray - Quiberon,,2,,,FFFFFF
FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76:,1187,C1,Grenoble - Chambery,,2,,0749FF,FFFFFF
FR:Line::066313D8-0983-4B8F-8339-20A3BF96D614:,1187,P28,Saint-Étienne - Le Puy En Velay,,2,,006600,FFFFFF
FR:Line::06C24CB9-71E3-4CC4-BB31-E6285EB38AE1:,1187,C9,Lyon Saint-Paul - Brignais,,2,,0749FF,FFFFFF
FR:Line::071CBAF9-7286-48EB-8849-4C25E035D1E0:,1187,C26,Lyon Perrache - Saint-André Le Gaz,,2,,0749FF,FFFFFF
FR:Line::0732042B-024F-4BDC-AFC7-37B9EAFF657D:,1187,K9,Nantes - La Rochelle,,2,,BF005F,FFFFFF
FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,1187,433H,Paris - La Rochelle,,2,,,
FR:Line::089E6444-1515-40B0-B8E7-295FB185C9F9:,1187,801B,Paris - Vallée de la Marne TGV,,2,,,
FR:Line::08AFFE9A-2809-4FB2-AD6C-C50161E2E96A:,1187,P5,Nantes - Angers St Laud - Le Mans,,2,,006600,FFFFFF
FR:Line::0A1BAEE0-0123-4813-9261-CCA779B617BF:,1187,K941,Troyes - Laroche Migennes,,3,,BF005F,FFFFFF
FR:Line::0A303D27-DA0B-473B-9466-9180AC80EC60:,1187,651B,Paris - Francfort Route Nord,,2,,,
FR:Line::0A658222-AADD-44FF-B769-75FEE61C107E:,1187,P25,Paris Bercy - Avallon,,2,,006600,FFFFFF
FR:Line::0B0B302C-2E5D-4AB4-BE84-4DA893F7C926:,1187,P17,Tours - Bléré - St-Aignan-Noyers - Vierzon,,2,,006600,FFFFFF
FR:Line::0BE00911-1318-4279-8447-F655BFCD02B2:,1187,P41,Douai - Cambrai,,2,,006600,FFFFFF
FR:Line::0D040A69-97D4-4F3A-841D-FD806C6FF09D:,1187,P75,Reims - Fismes,,2,,006600,FFFFFF
FR:Line::0D8BFBF7-551C-44B1-8DF9-465F01EEE633:,1187,C23,Strasbourg - Sélestat Via Molsheim,,2,,0749FF,FFFFFF
FR:Line::0DDDEAB2-4EBA-4985-96AB-1DEDD0F4902D:,1187,801A,Paris - Reims - Sedan TGV,,2,,,
FR:Line::0FA3B1DD-3690-4F71-B15D-33011063C408:,1187,P12,Chartres - Courtalain,,2,,006600,FFFFFF
FR:Line::0b52b55f-8e95-413d-a81a-0316fda203af:,1187,F51,51. Bordeaux - Dax - Bayonne - Hendaye,,2,,7468AC,FFFFFF
FR:Line::0c436faa-ccd8-4cb5-9b79-1c8a701364c4:,5111,C3,Grasse - Cannes - Nice - Vintimille,,2,,0749FF,FFFFFF
FR:Line::0cd3d215-2889-4612-802b-6ee0c9c4ecfc:,1187,L34,34. Périgueux - Agen,,2,,3E844C,FFFFFF
FR:Line::0ce8180c-0fb6-4cc1-80ba-53782622a5ce:,1187,K21+,PARIS - CAEN,,2,,6E1E78,
FR:Line::0dd1bfc6-d5d1-4b2b-a9f2-6d836f81efe8:,1187,F27,27. Ussel - Tulle - Brive,,2,,7468AC,FFFFFF
FR:Line::0f72eaf9-e37d-4941-9fd4-80e732190386:,1187,K12,Paris Nord - Creil - Longueau - Arras - Douai - Lille Flandres,,2,,BF005F,FFFFFF
FR:Line::1029C20F-5427-43F0-A17F-1663B9993B66:,1187,C5,Rennes - La Brohiniere,,2,,0749FF,FFFFFF
FR:Line::10AA5C1F-3876-4FB6-BDFB-05DF525EAFC0:,1187,C24,Strasbourg - Rothau,,2,,0749FF,FFFFFF
FR:Line::10D812B6-51CF-4132-BCE8-013E1E973570:,1187,P15,Angers St Laud - Le Mans,,2,,006600,FFFFFF
FR:Line::10F46E5D-89F3-4F87-8660-54AECA5D3A62:,1187,K6+,Paris - Orléans - Tours,,2,,6E1E78,FFFFFF
FR:Line::1168BA7A-658F-406C-8925-11B53602684E:,1187,K6,Dijon - Nevers,,2,,BF005F,FFFFFF
FR:Line::11D73E7F-3314-4000-B93A-A4781C56C041:,1187,P61,Aulnoye - Aymeries - Hirson,,2,,006600,FFFFFF
FR:Line::11F076F8-55AD-4273-8679-AB5D0FBE8F9E:,1187,P27,Toulouse Matabiau - Clermont Ferrand,,2,,006600,FFFFFF
FR:Line::11F44E86-C3F3-43CF-BCDD-AD1B4472E63D:,1187,C10,Sete - Lunel,,2,,0749FF,FFFFFF
FR:Line::124908e5-9f85-4eaf-876e-45fcae675ad4:,1187,P30,Alençon - Le Mans - Tours,,2,,006600,
FR:Line::12F1382A-0107-43BD-9724-8BF0BC91CBCD:,1187,K1,Orléans - Le Croisic,,2,,BF005F,FFFFFF
FR:Line::12b11167-efd2-4576-8d30-f057d227530d:,1187,770B,Paris Austerlitz - Nice,,2,,,
FR:Line::13365D41-4A66-4DF8-B277-1860172D9735:,1187,661A,Paris - Stuttgart Munich,,2,,,
FR:Line::13646F20-4947-4CFA-B40D-63FF0D28C61E:,1187,C4,Marseille - Miramas Via Cote Bleue,,2,,0749FF,FFFFFF
FR:Line::13DADBDA-4FB1-4AA3-8DAB-60E24EF4AAFF:,1187,K5+,Paris - Bourges - Nevers,,2,,6E1E78,FFFFFF
FR:Line::14254a37-7e25-43a2-8be1-db7eafb9b72c:,1187,C42,NANCY - ST DIE DES VOSGES,,2,,0749FF,FFFFFF
FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3:,1187,421H,Paris - Bordeaux,,2,,,
FR:Line::148cb049-2cd5-4f43-8640-5b4a3ae6e128:,1187,552A,Toulouse - Hendaye,,2,,,
FR:Line::14E49293-AD6D-4B42-9644-6097B94FF1E7:,1187,P814,Lichtenberg - Ingwiller,,3,,006600,FFFFFF
FR:Line::1519c1b8-948b-465a-9ec3-3da0d28aebe6:,1187,P117,La Bastide St Laurent L Bains - Langogne,,3,,006600,
FR:Line::1658a1cd-b1c4-4e2c-ba35-1eee2ae6fbf9:,1187,P30,Tours - Château du Loir - Le Mans,,2,,006600,FFFFFF
FR:Line::16687383-70D2-4ABA-A124-1AB6A45C0E60:,1187,533B,Bordeaux - Lille SEA,,2,,,
FR:Line::16796706-208E-49D1-8EE6-72B846994C27:,1187,P3,Limoux - Carcassonne,,2,,006600,FFFFFF
FR:Line::16FE01A8-BCC7-4AC8-A0B7-7173EEB65876:,1187,P1,Tours - Saumur - Angers - Nantes,,2,,006600,FFFFFF
FR:Line::16c1847f-8006-4ef7-a123-95b14fa144bd:,5235,P64,LAON - HIRSON,,3,,006600,FFFFFF
FR:Line::16d3fc7b-59da-4b5b-b50f-8ff6e11eaea4:,1187,C70+,CA TGV - REIMS - CHARLEVILLE - SEDAN,,2,,0F5B95,FFFFFF
FR:Line::17ec14e3-7470-4a7d-9739-1cc0df566193:,1187,E01,RE Chamonix / Grenoble,,3,,006600,FFFFFF
FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD:,1187,401D,Paris - Rennes - Saint-Malo - Saint-Brieuc TGV,,2,,,
FR:Line::18E717A0-950C-40A2-8F27-98A8EE8ADD20:,1187,C50,Lille Flandres - Don-Sainghin - Béthune,,2,,0749FF,FFFFFF
FR:Line::193F093C-62C8-45A2-9CC0-D515308AF463:,1187,P853,Longwy - Longuyon,,3,,006600,FFFFFF
FR:Line::19ea029b-6782-421a-8481-7470f5718e47:,1187,071A,Lux/Alsace/Loraine - Paca,,2,,,
FR:Line::1AC9122F-96CA-4237-BEDA-79ACE1F2F02B:,1187,P21,Tours - Chinon,,2,,006600,FFFFFF
FR:Line::1AF6DA65-F2A9-4241-A625-8B81DC2A8E51:,1187,803A,Paris - Metz TGV,,2,,,
FR:Line::1BF2D66F-09EF-4CB8-A003-1417C1EA6532:,1187,K8+,Paris - Orléans,,2,,6E1E78,FFFFFF
FR:Line::1C2B1261-0694-48A2-AA83-B635956CC91C:,1187,P16,St-Pierre De Chandieu - Saint-Priest,,3,,006600,FFFFFF
FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A:,1187,421I,Paris - Poitiers - La Rochelle TGV,,2,,,
FR:Line::1C9277F1-D8AC-4D6F-9DAD-E2A807CBC4FA:,1187,C2,Clermont-Ferrand - Moulins - Nevers,,2,,0749FF,FFFFFF
FR:Line::1C9BA26B-7D92-4D0E-86EF-895FB80E10BF:,1187,631D,Paris - Vallée du Rhône TGV,,2,,,
FR:Line::1CEA14EA-7F5A-4D44-A739-F6A13138F139:,1187,K13,Toulouse Matabiau - Nimes,,2,,BF005F,FFFFFF
FR:Line::1E753DF8-B3B7-4FFE-BF59-46FC27595D6E:,1187,621F,Paris - Tarentaise TGV,,2,,,
FR:Line::1F038E5C-9CF4-4BFC-9D55-33F57B4DB04F:,1187,411A,Paris - Saint-Nazaire - Le Croisic TGV,,2,,,
FR:Line::1cbe7553-0aab-43ed-8040-7a13c565520a:,1187,P34,Paris GdL Laroche Semi-directs,,2,,006600,
FR:Line::1d86325b-2798-4309-8fd8-191eeaaeeafd:,1187,433G,Paris - Rennes / Quimper,,2,,,
FR:Line::1f093b3e-6e5a-4365-9cd0-e5764b2c7767:,1187,L51,51. Bordeaux - Dax - Bayonne - Hendaye,,2,,3E844C,FFFFFF
FR:Line::1f647a2c-138d-47de-8fb5-333f230e16f7:,1187,K39,Caen - Le Mans - Tours,,2,,BF005F,
FR:Line::1f77c095-1e8b-4abb-a437-36f56063d197:,5111,P1,Nice - Breil Sur Roya - Tende,,2,,006600,FFFFFF
FR:Line::206e3211-85f3-4e58-946b-33cf370f96fa:,1187,K6,PARIS - VITTEL,,2,,BF005F,FFFFFF
FR:Line::219C4964-9D9E-43A0-90D5-6A95CC140B41:,1187,K6,Nantes - Cholet,,3,,BF005F,FFFFFF
FR:Line::21B4B826-2492-4170-AC04-0B4625ADCA63:,1187,P13,Port Bou Frontiere - Narbonne,,2,,006600,FFFFFF
FR:Line::2239CF74-2DDE-4ECF-9A3F-022E65221125:,1187,621I,Paris - Arves TGV,,2,,,
FR:Line::2295DCB3-5ABB-4028-8431-F6E4F94D0299:,1187,P41,Chambery - Bourg St-Maurice,,2,,006600,FFFFFF
FR:Line::229ED139-9256-4B71-80BD-E7EAD93A6C9A:,1187,P11,Tours - Poitiers,,2,,006600,FFFFFF
FR:Line::22F6D4B9-BC1B-4BE6-B5CC-3B211E463B73:,1187,P13,Paris - Chartres - Nogent le Rotrou,,2,,006600,FFFFFF
FR:Line::2311A20B-BEEF-401A-81B7-0A59D50C8C19:,1187,P817,Haguenau - Niederbronn - Bitche,,3,,006600,FFFFFF
FR:Line::237820F0-01B1-49D5-AB3A-3ACA662E322E:,1187,041F,Lyon - PACA,,2,,,
FR:Line::2381a54a-1f59-4452-88c7-303179dd472b:,1187,434A,Paris - Nantes,,2,,,
FR:Line::24689242-F92D-4E76-A8DA-6E75B6A44DC1:,1187,P811,Selestat - St Die Des Vosges,,3,,006600,FFFFFF
FR:Line::2474299f-32b6-4da6-bef4-69ae2cdcae85:,1187,C24+,STRASBOURG - ST DIE DES VOSGES - EPINAL,,2,,0F5B95,FFFFFF
FR:Line::2515CEC3-EF8D-40D6-AA15-5DC17572BCFA:,1187,F38,Lauterbourg - Woerth Rhein,,2,,0749FF,FFFFFF
FR:Line::25781E87-8F7D-4110-8EAC-A00082FF6F9C:,1187,433A,Paris - Nantes - BPL,,2,,,
FR:Line::258E893F-88D3-472A-AD69-33519A7C864D:,1187,P20,Marvejols - La Bastide St Laurent L Bains,,2,,006600,FFFFFF
FR:Line::2605eb39-8779-45db-9cd8-ee1564cf4744:,1187,C305,Car Lison-Coutances-Granville-Pontorson,,3,,,
FR:Line::276892b7-b6aa-4a9b-a989-62f4abea526b:,1187,560B,Paris - Toulouse,,2,,,
FR:Line::27A3C9CC-526E-4121-8CF9-7C00D4652BCC:,1187,K13,Lyon - Besançon - Belfort (interrégional),,2,,BF005F,FFFFFF
FR:Line::284A09C9-9352-4B2A-B4B8-331497D889A9:,1187,C40,Clermont-Ferrand - Volvic,,2,,0749FF,FFFFFF
FR:Line::2881AC3D-A347-4440-BEF8-23ACAB159588:,1187,421B,Paris - Tarbes TGV,,2,,,
FR:Line::28E1AA1C-4C14-4852-9BDD-2179DB579F35:,1187,P920,St Dizier - Chaumont,,3,,006600,FFFFFF
FR:Line::2916761F-A5C7-4C33-9B9D-44ADFACFDECC:,1187,K52,Arras - Dunkerque,,2,,BF005F,FFFFFF
FR:Line::296E1EA3-237C-44D1-BFEE-3AE29C18948C:,1187,P24,Villefranche Vernet Les Bains - Perpignan,,2,,006600,FFFFFF
FR:Line::297ec911-6fdb-4544-9c77-12ea9183d1b1:,1187,K200,STRASBOURG - BÂLE,,2,,BF005F,FFFFFF
FR:Line::2993074B-2B66-490B-B4C2-5593D87237FB:,1187,K16,Lyon Part Dieu - Chambery,,2,,BF005F,FFFFFF
FR:Line::29d0576e-eb5c-4cf1-b8fe-149eeaa6a347:,1187,K44,Lyon Perrache - Valence,,2,,BF005F,FFFFFF
FR:Line::2AA7BAB5-03F9-465F-A91C-947819FBBB7D:,1187,041G,Lyon - LR,,2,,,
FR:Line::2B0506BC-0CB9-4FFC-B90C-E202497AE4F0:,1187,P15,Montrejeau Gourdan Polignan - Luchon,,2,,006600,FFFFFF
FR:Line::2B19926F-67DD-442C-A4B7-5CD22C81B10C:,1187,P942,Troyes - Romilly,,3,,006600,FFFFFF
FR:Line::2B812B1E-D18B-4CC1-9659-39B3683EEEDD:,1187,P18,Dole- Frasne - Pontarlier,,2,,006600,FFFFFF
FR:Line::2C079CBF-7595-43CE-832C-579C8E86D6E5:,1187,K31,Strasbourg - Nancy,,2,,BF005F,FFFFFF
FR:Line::2C32F2C3-282A-4DCA-80AF-1B2FEAA61B11:,1187,411B,Paris - Les Sables d'Olonnes TGV,,2,,,
FR:Line::2DABDC92-9157-469C-951A-FBFE8351C8A5:,1187,P14,Saint-Quentin - Compiègne,,2,,006600,FFFFFF
FR:Line::2DF95135-3422-4DBA-9B8B-B9D470AC18EC:,1187,C19,Lyon Saint-Paul - Sain Bel,,2,,0749FF,FFFFFF
FR:Line::2ED50A80-6E1F-4F0F-8782-4482CAA1A7DA:,1187,P43,Douai - Valenciennes,,2,,006600,FFFFFF
FR:Line::2F2D9904-8003-4160-AD06-1A68D3400380:,1187,333A,Paris - IDF - Strasbourg,,2,,,
FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:,1187,641A,Paris Milan,,2,,,
FR:Line::2a6a381b-90fe-4ec1-8d71-4fd7f347e38f:,1187,555B,Paris - Latour-de-Carol,,2,,,
FR:Line::2acbf285-f9e6-442b-8420-463ba2439983:,1187,C72,Reims - Culmont-Chalindrey,,2,,0749FF,FFFFFF
FR:Line::3093CF67-E390-48A9-89CB-70DDAAFB5057:,1187,P9,Beziers - St Chely D'Apcher,,2,,006600,FFFFFF
FR:Line::30F37992-42EC-43CC-8A26-59280550C603:,1187,P15,Paris Bercy - Corbigny,,2,,006600,FFFFFF
FR:Line::3175F4A9-2947-4E88-95A8-B0A98B88A418:,1187,K51,Lille Flandres - Don-Sainghin - Lens,,2,,BF005F,FFFFFF
FR:Line::31BA3470-2141-4D9A-8D86-B692204EE547:,1187,C10,Colmar - Mulhouse,,2,,0749FF,FFFFFF
FR:Line::323800B4-9274-423F-B8E2-9DFD1BC27DBC:,1187,P3,Ambérieu - Chambery,,2,,006600,FFFFFF
FR:Line::3334AEE5-6669-4426-A9E8-1F7704E8F5BD:,1187,K2,Caen - Cherbourg,,2,,BF005F,FFFFFF
FR:Line::338660B1-35FD-4306-969D-C99969913369:,1187,433E,Paris - Toulouse SEA,,2,,,
FR:Line::339A8023-13E5-4F80-8ED9-732C66565508:,1187,P834,Rémilly - Morhange,,3,,006600,FFFFFF
FR:Line::3418b67d-a81f-4dde-b3b0-60cc96ed86f4:,1187,180A,Bordeaux - Marseille,,2,,,
FR:Line::34629FAB-F594-4CB1-ACC4-BB0ACA01CA14:,1187,P10,Paris - Châteaudun - Vendôme,,2,,006600,FFFFFF
FR:Line::3495698f-c958-481d-9982-28adf0aae091:,1187,K1,Paris - Dieppe,,2,,BF005F,FFFFFF
FR:Line::34e52075-409d-4252-bc93-05362cda4480:,1187,632A,Genève - PACA,,2,,,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,1187,081B,Pays de la Loire - Sud Est TGV,,2,,,
FR:Line::359f7c82-fdec-4791-ae91-926c5827e59e:,5270,C6,Nantes - Clisson,,2,,,
FR:Line::36f7dfc0-5cfe-4e51-8d02-bcca95af4ef4:,1187,C11,Dijon-Besançon,,2,,0749FF,FFFFFF
FR:Line::3730A943-C62B-4673-845F-64A7E3DAF78B:,1187,C2,Toulouse Matabiau - Carmaux,,2,,0749FF,FFFFFF
FR:Line::373982A1-604D-40DF-A225-784E8B249CD7:,1187,P900,Verdun - Châlons en Champagne,,3,,006600,FFFFFF
FR:Line::37ac13d7-de6b-4d05-837f-891191140e19:,1187,612E,Paris  -  Lausanne,,2,,,
FR:Line::3849d1e2-7f65-45ab-8a4e-d53d608086c1:,1187,C36+,STRASBOURG - NIEDERBRONN LES BAINS,,2,,0F5B95,FFFFFF
FR:Line::3850fd4a-f112-46df-bfc2-c46d90ef2252:,1187,K839,METZ - LONGWY,,3,,BF005F,
FR:Line::38B9D3C2-5951-4F05-87BA-2011072E93FD:,1187,P9,Salbris - Romorantin - Valençay - Luçay le Mâle,,2,,006600,FFFFFF
FR:Line::394b935d-c30e-480b-8061-f8c0dcdbe18b:,1187,C88,Nimes - Vauvert,,2,,,
FR:Line::3A18A763-7C98-4D99-807C-E3CDEB36D183:,1187,P816,Saverne - Haguenau,,3,,006600,FFFFFF
FR:Line::3A8EBF2F-6FA9-424B-A5C1-79893B3A3675:,1187,P4,Romans - Valence - Die,,2,,006600,FFFFFF
FR:Line::3B1985FF-F66B-439A-B761-212BB96A931F:,1187,C7,Nimes - Genolhac,,2,,0749FF,FFFFFF
FR:Line::3BFEB21D-85AF-409B-9346-ED10CA3D8ED0:,1187,C10,Nantes - Pornic,,2,,0749FF,FFFFFF
FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,1187,631A,Paris - Côte d'Azur TGV,,2,,,
FR:Line::3CA3AA2F-D938-47FC-854D-29CAF6919A16:,1187,K41,Lyon Part Dieu - Chambéry - Bourg St-Maurice FT,,2,,BF005F,FFFFFF
FR:Line::3DCDF960-BA93-4443-899F-283A2A13B7FE:,1187,L4,ANNEMASSE - COPPET,,2,,A45D0C,FFFFFF
FR:Line::3EA7647F-5C9C-4833-AFB5-3B9D213283B0:,1187,C1,Toulouse Matabiau - Montauban Ville Bourbon,,2,,0749FF,FFFFFF
FR:Line::3b2f3002-ee5c-4d19-b926-fa531167b106:,1187,K30,Le Mans - Tours,,2,,BF005F,
FR:Line::3e47fcaf-035a-4f79-a33c-c3d5177289b6:,1187,K92+,Calais-Frethun - Lille Europe - Arras Tergv,,2,,6E1E78,FFFFFF
FR:Line::3e79f4a5-c4e7-43b6-b3b9-b7e066f120e0:,5235,P23,Amiens - Compiègne,,2,,006600,FFFFFF
FR:Line::3e9229c5-ae84-4f9e-98df-93cc2e91b55c:,1187,P11,Rouen - Dieppe,,2,,006600,FFFFFF
FR:Line::3ebed947-d25a-4cb1-ad23-a6db52a6f082:,1187,L42,42. Le Verdon - Macau - Bordeaux / Pessac,,2,,3E844C,FFFFFF
FR:Line::3fc62a4f-3e29-4b02-b2f6-dcf93f0f0dd5:,1187,L24,24. Poitiers - Limoges,,2,,3E844C,FFFFFF
FR:Line::405e834a-2838-4aba-b495-c55dd67d221a:,1187,P29,Clermont-Ferrand - Aurillac,,2,,006600,FFFFFF
FR:Line::409E20F1-3A95-426A-B174-0008A078BE1F:,1187,261C,Paris - Dunkerque par Bassin Minier,,2,,,
FR:Line::40f9734e-088d-42d9-9e13-c91880169554:,1187,F41,41.  Bordeaux - Arcachon,,2,,7468AC,FFFFFF
FR:Line::417b778d-b82f-42c3-9a55-2dbb7a306070:,1187,C43,Nancy - Remiremont,,2,,0749FF,FFFFFF
FR:Line::420bbac0-5a0a-472d-b444-f99f8e925b6a:,1187,622E,Paris  -  Genève,,2,,,
FR:Line::421CAAD2-E505-425C-81AA-9E984B306F7D:,1187,C28,Lyon Perrache - Firminy,,2,,0749FF,FFFFFF
FR:Line::425904CF-2BA3-480E-A35A-C3BF5BAED237:,1187,P29,Besançon - Morteau - Lcdf,,2,,006600,FFFFFF
FR:Line::439230F8-6729-42A9-8A9A-760F906CC1A4:,1187,C17,Paris Nord - Beauvais,,2,,0749FF,FFFFFF
FR:Line::449C6C52-0504-41C6-A9AE-75CDA5007AD2:,1187,K40,Lille Flandres - St Quentin,,2,,BF005F,FFFFFF
FR:Line::4524B161-77C5-4BB9-BD0C-0E84122DF66B:,1187,P54,Metz - Sarrebourg,,2,,006600,FFFFFF
FR:Line::454E4ABF-BD49-4157-8FE8-BCDD340E2504:,1187,P60,Valenciennes - Jeumont,,2,,006600,FFFFFF
FR:Line::458f8a7a-6bfe-4108-a9c3-9525e7b448b3:,1187,E03,RE St-Etienne / Valence,,3,,006600,FFFFFF
FR:Line::45E281C7-AC50-4A23-9B9F-F73234118E78:,1187,C12,Lyon Perrache - Lyon Part Dieu - Roanne,,2,,0749FF,FFFFFF
FR:Line::4658FBBB-4701-4FB4-B4FC-DB9B015ECAC7:,1187,P72,Lozanne - Paray Le Monial,,3,,006600,FFFFFF
FR:Line::468B44B7-C327-4154-B85E-25C67C32B61E:,1187,K1+,Paris - Le Havre,,2,,6E1E78,FFFFFF
FR:Line::47102940-0922-439f-b9e9-1a93deaec574:,1187,C37+,STRASBOURG - WISSEMBOURG,,2,,0F5B95,FFFFFF
FR:Line::47132275-90d8-4396-9b08-a6f09f03b85f:,1187,C71+,REIMS - CHALONS EN CHAMPAGNE,,2,,0F5B95,FFFFFF
FR:Line::47258490-F21D-4801-94E9-AE624ED43338:,1187,P15,Communay - Sérézin,,3,,006600,FFFFFF
FR:Line::4767DC65-0993-4961-B6EC-E5BF6DFFB291:,1187,621G,Paris - Maurienne TGV,,2,,,
FR:Line::47b328f3-4b90-47ae-bd7d-b433e824521a:,5235,K20,Amiens - Saint-Quentin,,2,,BF005F,FFFFFF
FR:Line::481FE34B-4FEA-4C35-8ABE-58CB090620CD:,1187,P52,Hazebrouck - Arras,,2,,006600,FFFFFF
FR:Line::484B5749-966E-4516-9352-C1ADD9406916:,1187,K3,Le Mans - Paris Montparnasse,,2,,BF005F,FFFFFF
FR:Line::4873E985-5075-4572-B1D6-C6A5E8C1DB41:,1187,P37,Strasbourg - Wissembourg,,3,,006600,FFFFFF
FR:Line::488254BA-F96E-46B1-B55C-BE5DB0CE5CE6:,1187,P78,Frasne - Vallorbe,,3,,006600,FFFFFF
FR:Line::4887f9fc-de66-44ff-a5fe-199a0de1ca9e:,1187,L15,15. La Rochelle - Rochefort - Saintes - Bordeaux,,2,,3E844C,FFFFFF
FR:Line::48d37a58-70b6-4c31-937f-b2a0d2d9cc1a:,1187,C14,Compiègne Paris,,2,,0749FF,FFFFFF
FR:Line::49a38037-4ced-4c27-b83a-76b818b8265f:,1187,E02,RE Evian / Grenoble,,3,,006600,FFFFFF
FR:Line::49ae9498-6272-4be3-94f0-078c0d1c5479:,1187,P160,Auch - Montauban,,3,,006600,
FR:Line::4ABBAA79-3E62-4460-A385-CEA54EDB5D2D:,1187,P12,Guingamp - Paimpol,,2,,006600,FFFFFF
FR:Line::4B0DFE2B-138B-455F-BCEF-0B57A660A95F:,1187,K10,Paris Nord - Amiens,,2,,BF005F,FFFFFF
FR:Line::4B8D360E-99CF-40DA-9000-696B383E86CF:,1187,K12,Nantes - Brest,,2,,BF005F,FFFFFF
FR:Line::4BBFA233-37AB-432A-BCCF-FB90719B1F8A:,1187,P2,Rennes - Vannes,,2,,006600,FFFFFF
FR:Line::4C1C23AB-EE1B-4F45-A1E3-A8523BA51B6D:,1187,P62,Vichy - Commentry - Montlucon - Urcay,,3,,006600,FFFFFF
FR:Line::4C1C52D6-7361-4CE0-8566-7FC773A11187:,1187,P78,Clermont-Ferrand - Le Mont Dore,,3,,006600,FFFFFF
FR:Line::4CB6B094-7310-4CD4-AE43-FC6F3C2EA917:,1187,611B,Paris - Mulhouse Via Besançon TGV,,2,,,
FR:Line::4CE4E61A-1416-4F82-9772-4D5E10CFF8BF:,1187,C36,Strasbourg - Niederbronn Les Bains,,2,,0749FF,FFFFFF
FR:Line::4D00EB4A-33FC-42C3-80E5-5BB350C73D9B:,1187,P11,11. Poitiers-Tours,,2,,006600,FFFFFF
FR:Line::4D2207B0-5022-4525-982D-7806A16FF6FF:,1187,P85,Auxerre - Corbigny,,3,,006600,FFFFFF
FR:Line::4E107FD7-35FD-4917-837F-6C15155AF6C4:,1187,K82,(Namur) - (Charleroi) - Maubeuge,,2,,BF005F,FFFFFF
FR:Line::4E3AACA5-7784-4A62-99BB-F7B1B040D001:,1187,K1,Orléans - Nantes - Le Croisic,,2,,BF005F,FFFFFF
FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37:,1187,807A,Paris - Bas-Rhin TGV,,2,,,
FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:,1187,071B,Lux/Alsace/Loraine - LR,,2,,,
FR:Line::4FCCF995-7BFF-4F64-8F81-BCCA421B95D8:,1187,P7,Tours - Bourges - Nevers,,2,,006600,FFFFFF
