station_name,trigram,uic_code,latitude,longitude
Changis - Saint-Jean,CJN,87116509,48.95936,3.025394
Chanteloup-les-Vignes,CVF,87381475,48.97095,2.02771
Chantenay,CHA,87481051,47.1971227,-1.5943634
Chantenay-Saint-Imbert,CXI,87696302,46.7283203,3.1720842
Chantilly - Gouvieux,CLY,87276113,49.18724,2.45979
Chantonnay,CTO,87486332,46.6898472,-1.0544144
Chapeauroux,CPX,87734343,44.8380008,3.741923
Chaponost,CPT,87722710,45.6984889,4.7643014
Chaponval,CPW,87276162,49.0694825,2.1423781
Charbonnières-les-Bains,CRB,87721530,45.782142,4.735912
Charleville-Mézières,CMZ,87172007,49.767915,4.724952
Charmes,CHS,87144055,48.378483,6.301537
Chars,CHR,87381194,49.16268,1.93671
Chartres,CHH,87394007,48.4482023,1.4813128
Chartrettes,CJR,87682419,48.4870771,2.6950059
Chasse-sur-Rhône,CSR,87722561,45.58237,4.794843
Chasseneuil-du-Poitou,CHN,87575225,46.6517702,0.3730275
Chasseradès,CJD,87775148,44.5539847,3.8399319
Château-Arnoux-Saint-Auban,SAU,87751230,44.0615651,5.9973734
Château-du-Loir,CDL,87396606,47.683392,0.414912
Château-Gaillard,CGK,87543066,48.1416904,1.9128148
Château-l'Évêque,CEQ,87595165,45.2445887,0.6882106
Château-Renault,CTI,87574665,47.5877961,0.9015238
Château-Thierry,CTH,87116582,49.038224,3.409514
Châteaubourg,CTG,87471524,48.106361,-1.405159
Châteaubriant,CTB,87481648;87590372,47.7175212,-1.3715152
Châteaudun,CUN,87545756,48.073463,1.338133
Châteaulin,CEM,87474064,48.2016033,-4.094308
Châteauneuf - Bujaleuf,CBF,87592105,45.759316,1.6453027
Châteauneuf-sur-Charente,CSC,87491506,45.599836,-0.0502
Châteauneuf-sur-Cher,CHC,87576298,46.8568144,2.3103826
Châteauroux,CTX,87597005,46.809737,1.699536
Châtel - Nomexy,CEO,87144071,48.307156,6.387807
Châtel-Censoir,CAL,87696856,47.5377695,3.6350455
Châtelaillon-Plage,CTL,87485110,46.0783303,-1.0908909
Châtelaudren - Plouagat,CDN,87473140,48.5332189,-2.9746782
Châtellerault,CRT,87575142,46.818594,0.549279
Châtillon d'Azergues,CDZ,87721753,45.8751815,4.6451164
Chauffailles,CHF,87694778,46.2074552,4.3454278
Chaugey,CFJ,87712679,47.0872036,5.2551914
Chaulnes,CHL,87313478,49.8076201,2.8011421
Chaumont,CHM,87142000,48.10976,5.1346
Chaumont-en-Vexin,CEV,87381228,49.26139,1.87274
Chauny,CNY,87296616,49.61119,3.22354
Chaux-des-Crotenay,LXR,87715383,46.6545926,5.9438595
Chaville - Vélizy,CHV,87393173,48.7998005,2.1845267
Chaville Rive Droite,CWJ,87382333,48.81213,2.18785
Chaville Rive Gauche,CVI,87393207,48.8047497,2.1882472
Chazay - Marcilly,CZM,87721415,45.8729618,4.7252221
Chedde,CED,87746701,45.9263464,6.7197662
Cheilly-lès-Maranges,CJL,87694398,46.8924768,4.6758424
Chelles - Gournay,CSG,87116111,48.874128,2.582484
Chemillé-en-Anjou,CHE,87484246,47.217748,-0.731989
Chemilly - Appoigny,CAP,87683532,47.8972366,3.5543936
Chemin d'Antony,CHQ,87546317,48.748143,2.3126207
Chenevières,CKY,87141382,48.5195062,6.6325613
Chenonceaux,CQH,87574491,47.330554,1.0661
Cherbourg-en-Cotentin,CBU,87444877,49.633505,-1.621515
Chessy,CZI,87721761,45.885545,4.6222625
Chevaigné,CWH,87471458,48.2089042,-1.6307622
Chevillon,CIN,87175117,48.5245505,5.1117843
Chevilly,CVY,87543041,48.0266215,1.8793013
Chevrières,CGB,87276311,49.3373064,2.6828025
Chézy-sur-Marne,CYZ,87116574,48.9919109,3.3644624
Chilly-Mazarin,CAZ,87393637,48.7004413,2.3081837
Chindrieux,CWX,87741116,45.8034376,5.8468876
Chinon,CHI,87571687,47.163047,0.251538
Chirac,CAC,87783290,44.5246607,3.2638181
Chissay-en-Touraine,CXT,87574848,47.3349004,1.1333044
Chocques,CRG,87342220,50.5382038,2.564749
Choisy-le-Roi,CLR,87545285,48.763974,2.411102
Cholet,CHT,87484303,47.065698,-0.869583
Chorges,CHO,87763425,44.5458415,6.2718887
Chouzy-sur-Cisse,CZV,87574301,47.5203249,1.247846
Cinq-Mars-la-Pile,CQM,87571836,47.3452264,0.4604878
Cintegabelle,CBT,87611376,43.3054202,1.5204268
Cires-lès-Mello,CIW,87313551,49.2717956,2.3601903
Ciry-le-Noble,CYL,87694646,46.6040913,4.2997146
Civrieux-d'Azergues,CZK,87721746,45.8591831,4.7182413
Cize - Bolozon,CZQ,87743344,46.2134803,5.4540677
Clacy - Mons,ONS,87296178,49.5439229,3.5766816
Clamart,CMA,87391565,48.813844,2.2733273
Clamecy,CLA,87696807,47.4666984,3.5207672
Clelles - Mens,CMS,87747626,44.8272443,5.6050622
Clères,CRS,87411819,49.598964,1.106184
Clermont de l'Oise,CDO,87313304,49.38531,2.41767
Clermont La Pardieu,COP,87782607,45.766947,3.134163
Clermont La Rotonde,RTD,87396895,45.7680954,3.0909704
Clermont-Ferrand,CLF,87734004,45.778945,3.100543
Clerval,CVL,87184622,47.3966577,6.4920574
Clichy - Levallois,CLL,87381129,48.89678,2.2982
Clisson,CLI,87481440,47.086142,-1.286172
Cloyes-sur-le-Loir,CLO,87574509,47.9921032,1.2433542
Cluses,CLU,87746370,46.061447,6.582663
Coarraze - Nay,CZN,87672139,43.1818351,-0.2416429
Coat Guégan,CQG,87473579,48.4803156,-3.2738023
Cognac,COG,87491449,45.684682,-0.326112
Coignières,CGW,87393272,48.7437672,1.920809
Collioure,COX,87784256,42.5269437,3.0782319
Collonges - Fontaines,COF,87721225,45.8291102,4.8466136
Collonges-lès-Premières,CLG,87713321,47.2212533,5.2653478
Colmar,CMR,87182014,48.073201,7.346967
Colmar Mésanges,CXM,87402297,48.0860048,7.3336703
Colmar Saint-Joseph,CXJ,87181222,48.0816399,7.3453397
Colombes,CBK,87381087,48.92383,2.25939
Colombier-Fontaine,CFT,87184556,47.4554849,6.6890071
Colomiers,COL,87611467,43.603734,1.334221
Colomiers Lycée International,LYF,87611921,43.6163055,1.3141157
Combourg,CUG,87478057,48.41609,-1.72792
Combs-la-Ville - Quincy,CBV,87682146,48.667179,2.547798
Commentry,CMY,87641415,46.295102,2.739949
Commercy,CCY,87175257,48.765749,5.58861
Compans,COJ,87272047,48.9915767,2.6652718
Compiègne,CPE,87276691,49.422005,2.823679
Conches-en-Ouche,CCH,87387159,48.9623603,0.9378895
Condat - Le Lardin,CDT,87594382,45.1267128,1.2267493
Condé-sur-Huisne,CDH,87394288,48.3834826,0.8487023
Conflans - Jarny,CJJ,87192666,49.1662895,5.8681853
Conflans Fin d'Oise,CFD,87381459,48.98931,2.07465
Conflans-Sainte-Honorine,CSH,87381897,48.99646,2.09783
Conlie,CIE,87396218,48.1272909,-0.0113736
Connerré - Beillé,COB,87396309,48.0735,0.48687
Contrexéville,CXC,87144287,48.1796129,5.890633
Corbehem,COR,87345116,50.3428545,3.0405375
Corbeil-Essonnes,COE,87681007,48.61403,2.47401
Corbie,CBI,87313056,49.9116183,2.4996846
Corbigny,CBY,87696617,47.254807,3.6773226
Corcy,CKX,87272286,49.2550929,3.2157221
Cordemais,CDQ,87481820,47.3021502,-1.8466771
Cordes - Vindrac,VDC,87613802,44.067189,1.900229
Corgoloin,CGO,87713537,47.0841982,4.9171231
Cormeilles-en-Parisis,CPA,87381863,48.96864,2.19358
Cormery,CEY,87571430,47.26254,0.833953
Cornil,CIL,87594481,45.2151758,1.6978482
Coron de Méricourt,CQW,87345132,50.4150048,2.8854084
Corps-Nuds,CPS,87471326,47.9851669,-1.5754724
Corrèze,CZE,87594119,45.3294801,1.8810793
Corseul - Languenan,CFA,87478180,48.4960574,-2.1414331
Cosne-Cours-sur-Loire,COS,87696146,47.413996,2.931981
Coucy-lès-Eppes,CCP,87171769,49.556282,3.7748209
Coudekerque-Branche,CDK,87281402,51.0177069,2.3751425
Couëron,CNQ,87481804,47.2220412,-1.7235014
Couffoulens - Leuc,CFW,87615120,43.1555365,2.3161754
Couilly - Saint-Germain - Quincy,CYQ,87116731,48.8830205,2.854057
Coulanges-sur-Yonne,CAO,87696831,47.5270546,3.5472388
Coulommiers,CQU,87116301,48.808006,3.08225
Courbevoie,KOU,87382200,48.89831,2.24804
Courcay - Tauxigny,KYY,87571448,47.2377076,0.867867
Courcelles-le-Comte,COK,87342063,50.1694124,2.7880351
Courcelles-sur-Nied,CCD,87192211,49.0634035,6.3109926
Courcy - Brimont,CIM,87171710,49.3296003,4.0134623
Coursan,KOS,87781161,43.23369,3.0510465
Courtalain - Saint-Pellerin,CWP,87394494,48.0735988,1.1270043
Courthézon,CTZ,87765180,44.0899478,4.8881802
Courville-sur-Eure,CVB,87394221,48.451236,1.234836
Cousance,CSJ,87718270,46.5353569,5.3868216
Coutances,CCS,87447110,49.042928,-1.441726
Coutras,COU,87584516,45.03661,-0.13169
Couzon-au-Mont-d'Or,KMD,87721241,45.8486737,4.8294786
Cramoisy,CYO,87313544,49.256625,2.40489
Cransac,CRZ,87613232,44.522951,2.2718666
Cravant - Bazarnes,CBZ,87683649,47.6785079,3.6811741
Crêches-sur-Saône,KSA,87725713,46.2461762,4.7840233
Crécy-la-Chapelle,CLC,87116772,48.859391,2.905748
Creil,CLH,87276006,49.263757,2.4692439
Crépieux la Pape,CLP,87723502,45.8038348,4.8922918
Crépy - Couvron,CYU,87296152,49.6233401,3.5167165
Crépy-en-Valois,CYV,87271593,49.231235,2.8864694
Crest,CRE,87761783,44.7301546,5.0160968
Créteil Pompadour,CTP,87608802,48.7715403,2.4352763
Croix - Wasquehal,CRW,87286716,50.6785574,3.1380315
Croix du Prince,XDP,87672600,43.2857104,-0.3791261
Croix L'Allumette,CIX,87281055,50.6872009,3.1516591
Croix Sainte,XST,87753491,43.4088317,5.0196445
Cros de Cagnes,CKG,87756338,43.660465,7.167111
Crouy,CRU,87271874,49.4037093,3.3569138
Crouy-sur-Ourcq,CQQ,87116640,49.091821,3.063081
Cubzac-les-Ponts,KBZ,87491266,44.9729407,-0.4590937
Cuers - Pierrefeu,CFU,87755355,43.2364281,6.0856855
Cugand,KUG,87481457,47.0582602,-1.253301
Cuinchy,CUH,87342410,50.5219693,2.7473533
Culmont - Chalindrey,CYN,87142125,47.8100902,5.4432217
Culoz,CUZ,87741074,45.843264,5.778784
Dachstein,DCN,87214551,48.5428546,7.5330038
Dambach-la-Ville,DMB,87214213,48.3216345,7.4355565
Damiatte - Saint-Paul,DSP,87615484,43.6566194,1.9733585
Dammartin - Juilly - Saint-Mard,DAM,87271536,49.03219,2.69887
Dangé-Saint-Romain,DGE,87575126,46.9378397,0.6087754
Danjoutin,DGI,87700146,47.6175,6.86919
Dannemarie,DAN,87182253,47.6275771,7.124907
Dannemarie - Velesmes,DNV,87718312,47.2038599,5.8738348
Dannes - Camiers,DCQ,87317081,50.5759062,1.614825
Daours,DAO,87315044,49.899267,2.4590533
Dardilly Le Jubin,DDJ,87721449,45.815143,4.7613451
Dardilly Les Mouilles,DDY,87721480,45.7967409,4.7600288
Darsac,DAR,87734673,45.14211,3.7365537
Dax,DAX,87673202,43.720472,-1.050301
Decize,DZE,87696484,46.837362,3.467274
Dégagnac,DEG,87613174,44.6534974,1.3400861
Delle,DEL,87184440,47.50593,7.00962
Deluz,DLZ,87718429,47.2925132,6.199733
Denain,DEN,87343459,50.3345415,3.388699
Dettwiller,DEE,87212183,48.7518969,7.4652459
Deuil - Montmagny,DEU,87276345,48.97589,2.33785
Deville,DVI,87172064,49.8796028,4.7072062
Die,DIE,87761841,44.7582549,5.3632053
Diemeringen,DRI,87215665,48.9405,7.18529
Dieppe,DEV,87415018,49.921788,1.081133
Dieulouard,DID,87141812,48.843367,6.071489
Dieupentale,DIP,87611681,43.8654687,1.2760011
Digoin,DIG,87694695,46.4851604,3.9876537
Dijon,DJV,87713040,47.32337,5.027208
Dijon Porte Neuve,DJP,87713008,47.322806,5.054872
Dinan,DIN,87478164,48.456764,-2.053542
Dingé,DNE,87478040,48.3507382,-1.6859729
Dirinon,DIR,87474015,48.3926343,-4.2855034
Dissay,DIF,87575191,46.703544,0.4210161
Dives-sur-Mer - Cabourg,DVQ,87444414,49.2864776,-0.1074996
Dives-sur-Mer Port Guillaume,DSU,87337378,49.2910882,-0.1008455
Dol-de-Bretagne,DOL,87478073,48.54425,-1.750536
Dole,DLE,87713412,47.096084,5.488105
Dombasle-sur-Meurthe,DBS,87141119,48.623275,6.343478
Domblans - Voiteur,DBV,87718213,46.7627809,5.5977462
Domfront-en-Champagne,DFO,87396200,48.1076766,0.0262592
Dommartin - Lissieu,DLU,87721738,45.8397811,4.7344831
Dommartin - Remiencourt,DMM,87316109,49.7996523,2.3926625
Domont,DMO,87276436,49.03268,2.33746
Dompierre Sept Fons,DOP,87696427,46.5263166,3.6749309
Dompierre-sur-Helpe,DMR,87295774,50.146144,3.871144
Don - Sainghin,DON,87286435,50.55176,2.91458
Donchery,DEY,87172239,49.6981267,4.8747529
Donges,DNG,87481721,47.3151,-2.07236
Donjeux,DNJ,87142273,48.3658544,5.1482245
Donzère,DOE,87764290,44.4433646,4.7046262
Dordives,DDI,87684233,48.1471796,2.7628787
Dorlisheim,DHM,87214338,48.5249915,7.4930546
Dormans,DOR,87171512,49.0791611,3.641709
Douai,DOI,87345009,50.371677,3.089986
Dourdan,DHY,87545525,48.533466,2.009643
Dourdan La Forêt,DAQ,87540179,48.535314,1.994908
Dourges,DOU,87345165,50.43192,2.98697
Drancy,DRN,87271403,48.93298,2.45497
Drap - Cantaron,DRA,87756775,43.7599599,7.3168739
Drefféac,DRF,87476770,47.4817568,-2.0503661
Dreuil-lès-Amiens,DAS,87316075,49.91444,2.23091
Dreux,DRX,87393488,48.7314561,1.3701604
Drusenheim,DRS,87212357,48.7659128,7.9478463
Druye,DRY,87571612,47.3070191,0.5354805
Dugny - La Courneuve T11,DLC,87697342,48.9439,2.4115
Dunkerque,DKQ,87281006,51.03047,2.368961
Duppigheim,DUP,87214536,48.5439674,7.5868091
Durtol - Nohanent,DUR,87641449,45.7947707,3.048557
Duttlenheim,DTM,87214544,48.5453531,7.5661529
Ebblinghem,EBB,87281469,50.7306459,2.409148
Ebersheim,EBH,87214106,48.3099953,7.494471
Échirolles,EHR,87725895,45.153022,5.718943
École-Valentin,ECV,87710731,47.2749834,5.9944745
Écommoy,ECO,87396564,47.8246286,0.2691867
Écouen - Ézanville,ECZ,87276394,49.02273,2.36325
Ecully - Tassin,ECY,87721506,45.7657162,4.7795238
Égletons,EGL,87594168,45.4023816,2.0651243
Égly,ELY,87545475,48.582364,2.222138
Éguzon-Chantôme,EGU,87597153,46.4397694,1.5521707
Eichhoffen,ECF,87214239,48.3824829,7.4495524
Einvaux,EIN,87141200,48.5034859,6.3932959
Elbeuf - Saint-Aubin,ESA,87411173,49.302766,1.00993
Elne,ELN,87784207,42.5971138,2.9635851
Éloyes,ELS,87144436,48.087067,6.6001593
Embrun,EMB,87763466,44.567008,6.496773
Émerainville - Pontault-Combault,EMR,87116046,48.806034,2.618004
Enghien-les-Bains,ENK,87276022,48.97309,2.30699
Ennevelin,ENN,87287276,50.5492981,3.1586612
Entraigues-sur-la-Sorgue,ENR,87765826,44.0054278,4.9226971
Entzheim Aéroport,ENZ,87214528,48.54699,7.62794
Épanvilliers,EPI,87575357,46.2254951,0.2357576
Épernay,EPR,87171553,49.046289,3.959798
Épernon,EPN,87394114,48.6052471,1.6812578
Epfig,EFG,87214221,48.3637643,7.4504053
Épierre - Saint-Léger,MEE,87741280,45.457027,6.292521
Épinal,ELP,87144006,48.178005,6.441787
Épinay - Villetaneuse,EPV,87271122,48.95838,2.32865
Épinay-sur-Orge,EYO,87545228,48.66952,2.33182
Épinay-sur-Seine,EYS,87271148,48.9542084,2.3026142
Épluches,EPL,87276147,49.0549329,2.1225973
Épône - Mézières,EPO,87386763,48.9631225,1.8085932
Éragny - Neuville,ERA,87381418,49.01824,2.09104
Erdre Active,ERD,87590356,47.282902,-1.544552
Ermont - Eaubonne,ERT,87534131;87276055,48.98032,2.27176
Ermont Halte,ERM,87276584,48.9898,2.26323
Erstein,EEN,87214148,48.4229857,7.6387869
Esbly,EYA,87116327,48.90314191,2.81059946
Escalquens,EQA,87611707,43.5170958,1.5422774
Escaudœuvres,EDV,87345496,50.1918249,3.2754949
Esches,ESC,87272096,49.2125205,2.1708125
Esquelbecq,ESQ,87281113,50.8894369,2.4121536
Essonnes Robinson,ESO,87681601,48.606095,2.463701
Estrées-Saint-Denis,ESD,87313387,49.4382161,2.642402
Estressin,ESN,87722579,45.540285,4.868273
Esvres sur Indre,ESV,87571422,47.2841016,0.7816519
Étain,ETM,87175794,49.2074907,5.6398079
Étainhus - Saint-Romain,EAH,87413328,49.5612151,0.3310234
Étalans,EAS,87718536,47.155884,6.2706173
Étampes,ETP,87545137,48.436661,2.159468
Étang-sur-Arroux,ETG,87694141,46.8679082,4.1838415
Étaples - Le Touquet,ETA,87317065,50.51686,1.64231
Étigny - Véron,EYV,87683201,48.1386835,3.2904186
Étival-Clairefontaine,ETL,87144642,48.3671987,6.8769607
Étréchy,ETY,87545145,48.493727,2.194323
Étriché - Châteauneuf,EEF,87484154,47.6567082,-0.4608993
Eu,EUW,87317537,50.0541988,1.416837
Évian-les-Bains,EVI,87745679,46.397915,6.577457
Évreux Normandie,EVX,87387001,49.018748,1.149629
Évron,EVN,87478552,48.155501,-0.397338
Évry Val de Seine,EVR,87681361,48.63442,2.45209
Évry-Courcouronnes,EVC,87681387,48.625507,2.428581
Eymoutiers Vassivière,EYM,87592121,45.7397876,1.7412237
Èze,EZZ,87756387,43.7221842,7.3568031
Farbus,FAU,87342527,50.357641,2.8310408
Farébersviller,FBR,87193516,49.1181603,6.8618926
Faremoutiers - Pommeuse,FMP,87116277,48.808494,2.993109
Farschviller,FWR,87193524,49.0878773,6.9080815
Faubourg d'Orléans,FBL,87576173,47.3669948,1.7403794
Faulquemont,FAQ,87193359,49.0453391,6.6039774
Fécamp,FEC,87413542,49.759277,0.375287
Fegersheim - Lipsheim,FHM,87212266,48.4905892,7.6724806
Fellering,FRG,87182626,47.8975893,6.9871347
Felletin,FEL,87597849,45.8864021,2.169543
Fépin,FEP,87172874,50.0234644,4.7266156
Ferrières - Fontenay,FFY,87684241,48.0964767,2.7726332
Feuquières - Broquiers,FBS,87313742,49.6545751,1.8305169
Feurs,FEU,87726877,45.744156,4.230573
Feyzin,FEY,87722538,45.6658584,4.8531349
Figeac,FIG,87613091,44.603515,2.037355
Firminy,FNY,87726729,45.391625,4.28643
Fismes,FIO,87171330,49.310665,3.68213
Flavy-le-Martel,FAM,87296871,49.7187375,3.1905076
Flaxlanden,FXL,87181040,47.6986924,7.3044703
Flers,FLS,87448001,48.744785,-0.573216
Fleurieux-sur-l'Arbresle,FSL,87721563,45.8449944,4.6603815
Fleurville - Pont-de-Vaux,FLV,87725663,46.4509279,4.8840722
Flez-Cuzy - Tannay,FEZ,87696633,47.3630583,3.6149926
Foëcy,FCY,87576108,47.1756905,2.1625062
Foix,FXE,87611616,42.969746,1.607147
Folligny,FOL,87447649,48.8299461,-1.4072231
Fons - Saint-Mamert,FMS,87775379,43.9073195,4.2066687
Font-Romeu-Odeillo-Via,FRM,87784819,42.4912317,2.0383917
Fontaine-le-Port,FPO,87682427,48.4871358,2.7514043
Fontainebleau - Avon,FON,87682211,48.416371,2.72634
Fontaines - Mercurey,FAE,87713586,46.8512109,4.7750693
Fontenay-le-Fleury,FAF,87393405,48.8074032,2.0404603
Fontenoy-sur-Moselle,FBE,87141051,48.711721,5.9803654
Fontpédrouse,FTB,87784769,42.5138062,2.1886585
Forbach,FOB,87193003,49.1892278,6.9013184
Formerie,FMR,87313833,49.6542178,1.7229081
Fors,FOW,87485326,46.2345203,-0.4069449
Fos-sur-Mer,FOS,87753442,43.428029,4.974579
Foucart - Alvimare,FTA,87413377,49.608289,0.5969601
Fouday,FDY,87214734,48.4248874,7.1874246
Foug,FUG,87141036,48.6792561,5.7912761
Fougeray - Langon,FGL,87471201,47.7297956,-1.8510921
Fougeré,FUE,87486316,46.6653044,-1.2319718
Fouilloy,FIY,87313841,49.7366368,1.8260404
Fouquereuil,FQE,87342204,50.5255091,2.6074449
Fourchambault,FLT,87696229,47.0189684,3.0873673
Fourmies,FMI,87295048,50.01541,4.05357
Fourqueux - Bel-Air,EBL,87733675;87366922,48.89494,2.0705
Fraisses - Unieux,FRU,87726737,45.3948228,4.2610375
Franchet d'Esperey,FRP,87417444,49.2425356,4.013869
Francheville,FRW,87722702,45.7336473,4.7693729
Franconville - Le Plessis-Bouchard,FPB,87276071,48.99358,2.23514
Franois,FOI,87718304,47.2273609,5.937498
Frasne,FRA,87715136,46.857596,6.157767
Freinville Sevran,FSV,87113894,48.926637,2.519019
Fréjus,FRJ,87757500,43.432032,6.732941
Frénouville - Cagny,FVL,87444182,49.1411192,-0.2603256
Frépillon,FPN,87276659,49.0462,2.19717
Fresnoy-le-Grand,FEG,87296293,49.9501964,3.43268
Fréteval - Morée,FRE,87574533,47.8919172,1.211813
Fretin,FRI,87286641,50.5599254,3.1495133
Frévin-Capelle,FVK,87342212,50.3473177,2.6338262
Fromental,FRO,87592360,46.1715646,1.4324317
Froncles Buxières,FCB,87142240,48.29674,5.14156
Frontenex,TFF,87741629,45.6305461,6.3140556
Frontignan,FRN,87773556,43.444934,3.758689
Frouard,FRD,87141077,48.75545,6.14411
Frynaudour,FYD,87473876,48.7275919,-3.1284527
Fumay,FUY,87172098,49.986048,4.6926
Futuroscope,FTU,87324095,46.669918,0.377209
Gadagne,GDA,87765446,43.9296817,4.9568087
Gagny,GNQ,87113514,48.883125,2.527106
Gaillac,GAI,87615252,43.905969,1.894855
Gaillon - Aubevoye,GAA,87415620,49.174626,1.352461
Gallargues-le-Montueux,GGE,87775130,43.716229,4.1715027
Gallieni Cancéropôle,OGI,87497461,43.5730877,1.4195801
Galuzot,GLZ,87694638,46.6421069,4.3300578
Gambsheim,GHM,87212332,48.6948699,7.8791884
Gan,GNJ,87672618,43.2335932,-0.391462
Gandrange - Amnéville,GDG,87191742,49.2608222,6.1358897
Gannat,GAN,87732404,46.0975964,3.2047514
Gannes,GNS,87313262,49.5723315,2.4370074
Gap,GAP,87763003,44.563693,6.085638
Garancières - La Queue,GAQ,87393439,48.8106338,1.7647546
Garches - Marnes-la-Coquette,GMC,87382259,48.83839,2.18692
Garchizy,GZY,87691436,47.0429987,3.0858769
Gardanne,GDN,87751420,43.455992,5.463332
Gardonne,GAO,87584235,44.8347538,0.3319427
Gargan,GAF,87113860,48.908159,2.517109
Gargenville,GGV,87381566,48.98318,1.8089
Garges - Sarcelles,GAJ,87276196,48.97663,2.39078
Gauriaguet,GGT,87491225,45.0542936,-0.3992689
Gazeran,GZA,87393348,48.6259183,1.7718857
Gazinet Cestas,GAZ,87582403,44.772218,-0.69949
Geispolsheim,GPM,87212258,48.5190515,7.6843578
Gemeaux,GMX,87713842,47.478542,5.1293074
Génelard,GEL,87694653,46.5812177,4.2379965
Générac,GEC,87775791,43.7324379,4.3434742
Genlis,GLS,87713313,47.244579,5.223406
Gennevilliers,GEN,87271205,48.93368,2.30699
Génolhac,GNC,87775213,44.3471626,3.9516407
Germaine,GEA,87171587,49.1277634,4.0228976
Gertwiller,GWL,87214254,48.4133621,7.4663166
Gerzat,GEZ,87734046,45.8335879,3.1431045
Gestel,GES,87476309,47.8029905,-3.4431341
Gevrey-Chambertin,GCT,87713503,47.2274694,4.999058
Gien,GIE,87684290,47.699088,2.636205
Gièvres,GSN,87576876,47.2787925,1.6678267
Gignac - Cressensac,GCC,87594325,45.0146074,1.4831648
Gilley,GIL,87718577,47.0500626,6.4925676
Gilly-sur-Loire,GSL,87694869,46.5370137,3.7821607
Gimont Cahuzac,GAH,87611772,43.6330525,0.8676246
Gironde-sur-Dropt,GID,87582858,44.583292,-0.0920127
Gisors,GIS,87381244,49.28512,1.78455
Givet,GVT,87172130,50.14025067,4.81798595
Givors,GIV,87722405,45.584948,4.766086
Givors Canal,GIC,87722439,45.5957662,4.7725754
Golfe Juan Vallauris,GLF,87757641,43.566501,7.073578
Goncelin,GOC,87747477,45.341941,5.974136
Gonfaron,GFR,87755397,43.3171516,6.2817644
Gorges,GOE,87481432,47.1001487,-1.3058778
Gourdon,GOV,87613141,44.7419445,1.389237
Gourland,GUL,87473801,48.5609981,-3.1668191
Gournay - Ferrières,GOF,87381293,49.4813674,1.7380891
Goussainville,GOU,87276246,49.0240732,2.4632464
Goxwiller,GXW,87214270,48.4327551,7.4787296
Graffenstaden,GRF,87212241,48.5324375,7.6897861
Graffenwald,GFW,87181131,47.7808232,7.2247908
Gragnague,GAG,87615377,43.696179,1.567731
Gramat,GRT,87613059,44.7734284,1.7223028
Grand Bourg,GBG,87681353,48.648004,2.435939
Grand-Combe la Pise,LGC,87775254,44.2098159,4.0329591
Grande-Synthe,GSV,87281311,51.0026884,2.3133547
Grandvillars,GND,87184432,47.53763,6.9785
Grandvilliers,GAR,87313734,49.6593779,1.9384836
Granville,GRV,87447680,48.838456,-1.587757
Grasse,GRA,87757724,43.653317,6.925524
Gravelines,GVL,87281246,50.978736,2.1232852
Gravigny Balizy,GBI,87393645,48.6851718,2.317846
Grenoble,GRE,87747006,45.191493,5.714584
Grenoble Universités - Gières,GRS,87747402,45.184877,5.78474
Gresswiller,GEI,87214593,48.53334,7.42468
Grésy-sur-Aix,GAX,87746107,45.7245161,5.9221751
Grésy-sur-Isère,TGG,87741611,45.594432,6.2588584
Gretz-Armainvilliers,GZT,87116012,48.74544,2.728824
Grigny Centre,GGG,87681379,48.65343,2.395797
Grigny le Sablon,LSB,87722298,45.6072601,4.796144
Grisolles,GRI,87611673,43.8269619,1.3023292
Groisy - Thorens-Glières,GTC,87746248,46.0111205,6.17568
Gros Noyer Saint-Prix,GNE,87276592,48.99682,2.2588
Groslay,GNX,87276360,48.98462,2.35358
Guérard - La Celle-sur-Morin,GCM,87116269,48.810588,2.954783
Guéret,GTJ,87597609,46.1741863,1.8793855
Guéthary,GTH,87673459,43.4253491,-1.6098615
Guichen - Bourg-des-Comptes,GBC,87471151,47.9350963,-1.7601845
Guignicourt,GUI,87171736,49.434862,3.961334
Guillerval,GUE,87545129,48.3744455,2.0598748
Guimiliau,GMU,87474296,48.4852675,-3.9996163
Guingamp,GGP,87473207,48.555659,-3.143343
Gujan-Mestras,GUJ,87582619,44.640454,-1.06906
Gundershoffen,GUF,87213223,48.905261,7.6535345
Gunsbach - Griesbach,GSB,87182386,48.0414908,7.1748407
Habsheim,HAB,87182089,47.737691,7.417979
Hachette,HAC,87297523,50.1582852,3.7434526
Hagondange,HGD,87191114,49.25356,6.16448
Haguenau,HAG,87213058,48.8134498,7.7827255
Halsou - Larressore,HLS,87673640,43.3781301,-1.4279003
Haluchère Batignolles,HAD,87590331,47.249142,-1.5224436
Ham,HAM,87313494,49.73985,3.07052
Ham-en-Artois,HMA,87342261,50.5900401,2.4657764
Hangest-sur-Somme,HAS,87313114,49.9822011,2.0661412
Harfleur,HAF,87413302,49.5136336,0.1989828
Hargicourt - Pierrepont,HGI,87313338,49.7138593,2.5317673
Hatrize,HZE,87192724,49.1934741,5.9071141
Haubourdin,HAU,87286096,50.6070495,2.990153
Haussmann Saint-Lazare,HSL,87281899,48.87478,2.32862
Haute Picardie TGV,HPI,87313882,49.859182,2.8319
Hautmont,HAT,87295568,50.25398,3.91522
Hayange,HAY,87191239,49.33053,6.07245
Haybes,HYM,87172106,50.0116888,4.7045378
Hazebrouck,HZK,87286302,50.72501,2.54129
